,Input1,Input2,Target,Alpha
1912,z0/mcf-z-stacks-03212011_l01_s1_w2.tif,z4/mcf-z-stacks-03212011_l01_s1_w2.tif,z2/mcf-z-stacks-03212011_l01_s1_w2.tif,0.5
1913,z0/mcf-z-stacks-03212011_l01_s2_w2.tif,z4/mcf-z-stacks-03212011_l01_s2_w2.tif,z2/mcf-z-stacks-03212011_l01_s2_w2.tif,0.5
1914,z0/mcf-z-stacks-03212011_l02_s1_w2.tif,z4/mcf-z-stacks-03212011_l02_s1_w2.tif,z2/mcf-z-stacks-03212011_l02_s1_w2.tif,0.5
1915,z0/mcf-z-stacks-03212011_l02_s2_w2.tif,z4/mcf-z-stacks-03212011_l02_s2_w2.tif,z2/mcf-z-stacks-03212011_l02_s2_w2.tif,0.5
1916,z0/mcf-z-stacks-03212011_l03_s1_w2.tif,z4/mcf-z-stacks-03212011_l03_s1_w2.tif,z2/mcf-z-stacks-03212011_l03_s1_w2.tif,0.5
1917,z0/mcf-z-stacks-03212011_l03_s2_w2.tif,z4/mcf-z-stacks-03212011_l03_s2_w2.tif,z2/mcf-z-stacks-03212011_l03_s2_w2.tif,0.5
1918,z0/mcf-z-stacks-03212011_l04_s1_w2.tif,z4/mcf-z-stacks-03212011_l04_s1_w2.tif,z2/mcf-z-stacks-03212011_l04_s1_w2.tif,0.5
1919,z0/mcf-z-stacks-03212011_l04_s2_w2.tif,z4/mcf-z-stacks-03212011_l04_s2_w2.tif,z2/mcf-z-stacks-03212011_l04_s2_w2.tif,0.5
1920,z0/mcf-z-stacks-03212011_l05_s1_w2.tif,z4/mcf-z-stacks-03212011_l05_s1_w2.tif,z2/mcf-z-stacks-03212011_l05_s1_w2.tif,0.5
1921,z0/mcf-z-stacks-03212011_l05_s2_w2.tif,z4/mcf-z-stacks-03212011_l05_s2_w2.tif,z2/mcf-z-stacks-03212011_l05_s2_w2.tif,0.5
1922,z0/mcf-z-stacks-03212011_l06_s1_w2.tif,z4/mcf-z-stacks-03212011_l06_s1_w2.tif,z2/mcf-z-stacks-03212011_l06_s1_w2.tif,0.5
1923,z0/mcf-z-stacks-03212011_l06_s2_w2.tif,z4/mcf-z-stacks-03212011_l06_s2_w2.tif,z2/mcf-z-stacks-03212011_l06_s2_w2.tif,0.5
1924,z0/mcf-z-stacks-03212011_l07_s1_w2.tif,z4/mcf-z-stacks-03212011_l07_s1_w2.tif,z2/mcf-z-stacks-03212011_l07_s1_w2.tif,0.5
1925,z0/mcf-z-stacks-03212011_l07_s2_w2.tif,z4/mcf-z-stacks-03212011_l07_s2_w2.tif,z2/mcf-z-stacks-03212011_l07_s2_w2.tif,0.5
1926,z0/mcf-z-stacks-03212011_l08_s1_w2.tif,z4/mcf-z-stacks-03212011_l08_s1_w2.tif,z2/mcf-z-stacks-03212011_l08_s1_w2.tif,0.5
1927,z0/mcf-z-stacks-03212011_l08_s2_w2.tif,z4/mcf-z-stacks-03212011_l08_s2_w2.tif,z2/mcf-z-stacks-03212011_l08_s2_w2.tif,0.5
1928,z0/mcf-z-stacks-03212011_l09_s1_w2.tif,z4/mcf-z-stacks-03212011_l09_s1_w2.tif,z2/mcf-z-stacks-03212011_l09_s1_w2.tif,0.5
1929,z0/mcf-z-stacks-03212011_l09_s2_w2.tif,z4/mcf-z-stacks-03212011_l09_s2_w2.tif,z2/mcf-z-stacks-03212011_l09_s2_w2.tif,0.5
1930,z0/mcf-z-stacks-03212011_l10_s1_w2.tif,z4/mcf-z-stacks-03212011_l10_s1_w2.tif,z2/mcf-z-stacks-03212011_l10_s1_w2.tif,0.5
1931,z0/mcf-z-stacks-03212011_l10_s2_w2.tif,z4/mcf-z-stacks-03212011_l10_s2_w2.tif,z2/mcf-z-stacks-03212011_l10_s2_w2.tif,0.5
1932,z0/mcf-z-stacks-03212011_l11_s1_w2.tif,z4/mcf-z-stacks-03212011_l11_s1_w2.tif,z2/mcf-z-stacks-03212011_l11_s1_w2.tif,0.5
1933,z0/mcf-z-stacks-03212011_l11_s2_w2.tif,z4/mcf-z-stacks-03212011_l11_s2_w2.tif,z2/mcf-z-stacks-03212011_l11_s2_w2.tif,0.5
1934,z0/mcf-z-stacks-03212011_l12_s1_w2.tif,z4/mcf-z-stacks-03212011_l12_s1_w2.tif,z2/mcf-z-stacks-03212011_l12_s1_w2.tif,0.5
1935,z0/mcf-z-stacks-03212011_l12_s2_w2.tif,z4/mcf-z-stacks-03212011_l12_s2_w2.tif,z2/mcf-z-stacks-03212011_l12_s2_w2.tif,0.5
1936,z0/mcf-z-stacks-03212011_l13_s1_w2.tif,z4/mcf-z-stacks-03212011_l13_s1_w2.tif,z2/mcf-z-stacks-03212011_l13_s1_w2.tif,0.5
1937,z0/mcf-z-stacks-03212011_l13_s2_w2.tif,z4/mcf-z-stacks-03212011_l13_s2_w2.tif,z2/mcf-z-stacks-03212011_l13_s2_w2.tif,0.5
1938,z0/mcf-z-stacks-03212011_l14_s1_w2.tif,z4/mcf-z-stacks-03212011_l14_s1_w2.tif,z2/mcf-z-stacks-03212011_l14_s1_w2.tif,0.5
1939,z0/mcf-z-stacks-03212011_l14_s2_w2.tif,z4/mcf-z-stacks-03212011_l14_s2_w2.tif,z2/mcf-z-stacks-03212011_l14_s2_w2.tif,0.5
1940,z0/mcf-z-stacks-03212011_l15_s1_w2.tif,z4/mcf-z-stacks-03212011_l15_s1_w2.tif,z2/mcf-z-stacks-03212011_l15_s1_w2.tif,0.5
1941,z0/mcf-z-stacks-03212011_l15_s2_w2.tif,z4/mcf-z-stacks-03212011_l15_s2_w2.tif,z2/mcf-z-stacks-03212011_l15_s2_w2.tif,0.5
1942,z0/mcf-z-stacks-03212011_l16_s1_w2.tif,z4/mcf-z-stacks-03212011_l16_s1_w2.tif,z2/mcf-z-stacks-03212011_l16_s1_w2.tif,0.5
1943,z0/mcf-z-stacks-03212011_l16_s2_w2.tif,z4/mcf-z-stacks-03212011_l16_s2_w2.tif,z2/mcf-z-stacks-03212011_l16_s2_w2.tif,0.5
1944,z0/mcf-z-stacks-03212011_l17_s1_w2.tif,z4/mcf-z-stacks-03212011_l17_s1_w2.tif,z2/mcf-z-stacks-03212011_l17_s1_w2.tif,0.5
1945,z0/mcf-z-stacks-03212011_l17_s2_w2.tif,z4/mcf-z-stacks-03212011_l17_s2_w2.tif,z2/mcf-z-stacks-03212011_l17_s2_w2.tif,0.5
1946,z0/mcf-z-stacks-03212011_l18_s1_w2.tif,z4/mcf-z-stacks-03212011_l18_s1_w2.tif,z2/mcf-z-stacks-03212011_l18_s1_w2.tif,0.5
1947,z0/mcf-z-stacks-03212011_l18_s2_w2.tif,z4/mcf-z-stacks-03212011_l18_s2_w2.tif,z2/mcf-z-stacks-03212011_l18_s2_w2.tif,0.5
1948,z0/mcf-z-stacks-03212011_l19_s1_w2.tif,z4/mcf-z-stacks-03212011_l19_s1_w2.tif,z2/mcf-z-stacks-03212011_l19_s1_w2.tif,0.5
1949,z0/mcf-z-stacks-03212011_l19_s2_w2.tif,z4/mcf-z-stacks-03212011_l19_s2_w2.tif,z2/mcf-z-stacks-03212011_l19_s2_w2.tif,0.5
1950,z0/mcf-z-stacks-03212011_l20_s1_w2.tif,z4/mcf-z-stacks-03212011_l20_s1_w2.tif,z2/mcf-z-stacks-03212011_l20_s1_w2.tif,0.5
1951,z0/mcf-z-stacks-03212011_l20_s2_w2.tif,z4/mcf-z-stacks-03212011_l20_s2_w2.tif,z2/mcf-z-stacks-03212011_l20_s2_w2.tif,0.5
1952,z0/mcf-z-stacks-03212011_l21_s1_w2.tif,z4/mcf-z-stacks-03212011_l21_s1_w2.tif,z2/mcf-z-stacks-03212011_l21_s1_w2.tif,0.5
1953,z0/mcf-z-stacks-03212011_l21_s2_w2.tif,z4/mcf-z-stacks-03212011_l21_s2_w2.tif,z2/mcf-z-stacks-03212011_l21_s2_w2.tif,0.5
1954,z0/mcf-z-stacks-03212011_l22_s1_w2.tif,z4/mcf-z-stacks-03212011_l22_s1_w2.tif,z2/mcf-z-stacks-03212011_l22_s1_w2.tif,0.5
1955,z0/mcf-z-stacks-03212011_l22_s2_w2.tif,z4/mcf-z-stacks-03212011_l22_s2_w2.tif,z2/mcf-z-stacks-03212011_l22_s2_w2.tif,0.5
1956,z0/mcf-z-stacks-03212011_l23_s1_w2.tif,z4/mcf-z-stacks-03212011_l23_s1_w2.tif,z2/mcf-z-stacks-03212011_l23_s1_w2.tif,0.5
1957,z0/mcf-z-stacks-03212011_l23_s2_w2.tif,z4/mcf-z-stacks-03212011_l23_s2_w2.tif,z2/mcf-z-stacks-03212011_l23_s2_w2.tif,0.5
1958,z0/mcf-z-stacks-03212011_l24_s1_w2.tif,z4/mcf-z-stacks-03212011_l24_s1_w2.tif,z2/mcf-z-stacks-03212011_l24_s1_w2.tif,0.5
1959,z0/mcf-z-stacks-03212011_l24_s2_w2.tif,z4/mcf-z-stacks-03212011_l24_s2_w2.tif,z2/mcf-z-stacks-03212011_l24_s2_w2.tif,0.5
1960,z0/mcf-z-stacks-03212011_m01_s1_w2.tif,z4/mcf-z-stacks-03212011_m01_s1_w2.tif,z2/mcf-z-stacks-03212011_m01_s1_w2.tif,0.5
1961,z0/mcf-z-stacks-03212011_m01_s2_w2.tif,z4/mcf-z-stacks-03212011_m01_s2_w2.tif,z2/mcf-z-stacks-03212011_m01_s2_w2.tif,0.5
1962,z0/mcf-z-stacks-03212011_m02_s1_w2.tif,z4/mcf-z-stacks-03212011_m02_s1_w2.tif,z2/mcf-z-stacks-03212011_m02_s1_w2.tif,0.5
1963,z0/mcf-z-stacks-03212011_m02_s2_w2.tif,z4/mcf-z-stacks-03212011_m02_s2_w2.tif,z2/mcf-z-stacks-03212011_m02_s2_w2.tif,0.5
1964,z0/mcf-z-stacks-03212011_m03_s1_w2.tif,z4/mcf-z-stacks-03212011_m03_s1_w2.tif,z2/mcf-z-stacks-03212011_m03_s1_w2.tif,0.5
1965,z0/mcf-z-stacks-03212011_m03_s2_w2.tif,z4/mcf-z-stacks-03212011_m03_s2_w2.tif,z2/mcf-z-stacks-03212011_m03_s2_w2.tif,0.5
1966,z0/mcf-z-stacks-03212011_m04_s1_w2.tif,z4/mcf-z-stacks-03212011_m04_s1_w2.tif,z2/mcf-z-stacks-03212011_m04_s1_w2.tif,0.5
1967,z0/mcf-z-stacks-03212011_m04_s2_w2.tif,z4/mcf-z-stacks-03212011_m04_s2_w2.tif,z2/mcf-z-stacks-03212011_m04_s2_w2.tif,0.5
1968,z0/mcf-z-stacks-03212011_m05_s1_w2.tif,z4/mcf-z-stacks-03212011_m05_s1_w2.tif,z2/mcf-z-stacks-03212011_m05_s1_w2.tif,0.5
1969,z0/mcf-z-stacks-03212011_m05_s2_w2.tif,z4/mcf-z-stacks-03212011_m05_s2_w2.tif,z2/mcf-z-stacks-03212011_m05_s2_w2.tif,0.5
1970,z0/mcf-z-stacks-03212011_m06_s1_w2.tif,z4/mcf-z-stacks-03212011_m06_s1_w2.tif,z2/mcf-z-stacks-03212011_m06_s1_w2.tif,0.5
1971,z0/mcf-z-stacks-03212011_m06_s2_w2.tif,z4/mcf-z-stacks-03212011_m06_s2_w2.tif,z2/mcf-z-stacks-03212011_m06_s2_w2.tif,0.5
1972,z0/mcf-z-stacks-03212011_m07_s1_w2.tif,z4/mcf-z-stacks-03212011_m07_s1_w2.tif,z2/mcf-z-stacks-03212011_m07_s1_w2.tif,0.5
1973,z0/mcf-z-stacks-03212011_m07_s2_w2.tif,z4/mcf-z-stacks-03212011_m07_s2_w2.tif,z2/mcf-z-stacks-03212011_m07_s2_w2.tif,0.5
1974,z0/mcf-z-stacks-03212011_m08_s1_w2.tif,z4/mcf-z-stacks-03212011_m08_s1_w2.tif,z2/mcf-z-stacks-03212011_m08_s1_w2.tif,0.5
1975,z0/mcf-z-stacks-03212011_m08_s2_w2.tif,z4/mcf-z-stacks-03212011_m08_s2_w2.tif,z2/mcf-z-stacks-03212011_m08_s2_w2.tif,0.5
1976,z0/mcf-z-stacks-03212011_m09_s1_w2.tif,z4/mcf-z-stacks-03212011_m09_s1_w2.tif,z2/mcf-z-stacks-03212011_m09_s1_w2.tif,0.5
1977,z0/mcf-z-stacks-03212011_m09_s2_w2.tif,z4/mcf-z-stacks-03212011_m09_s2_w2.tif,z2/mcf-z-stacks-03212011_m09_s2_w2.tif,0.5
1978,z0/mcf-z-stacks-03212011_m10_s1_w2.tif,z4/mcf-z-stacks-03212011_m10_s1_w2.tif,z2/mcf-z-stacks-03212011_m10_s1_w2.tif,0.5
1979,z0/mcf-z-stacks-03212011_m10_s2_w2.tif,z4/mcf-z-stacks-03212011_m10_s2_w2.tif,z2/mcf-z-stacks-03212011_m10_s2_w2.tif,0.5
1980,z0/mcf-z-stacks-03212011_m11_s1_w2.tif,z4/mcf-z-stacks-03212011_m11_s1_w2.tif,z2/mcf-z-stacks-03212011_m11_s1_w2.tif,0.5
1981,z0/mcf-z-stacks-03212011_m11_s2_w2.tif,z4/mcf-z-stacks-03212011_m11_s2_w2.tif,z2/mcf-z-stacks-03212011_m11_s2_w2.tif,0.5
1982,z0/mcf-z-stacks-03212011_m12_s1_w2.tif,z4/mcf-z-stacks-03212011_m12_s1_w2.tif,z2/mcf-z-stacks-03212011_m12_s1_w2.tif,0.5
1983,z0/mcf-z-stacks-03212011_m12_s2_w2.tif,z4/mcf-z-stacks-03212011_m12_s2_w2.tif,z2/mcf-z-stacks-03212011_m12_s2_w2.tif,0.5
1984,z0/mcf-z-stacks-03212011_m13_s1_w2.tif,z4/mcf-z-stacks-03212011_m13_s1_w2.tif,z2/mcf-z-stacks-03212011_m13_s1_w2.tif,0.5
1985,z0/mcf-z-stacks-03212011_m13_s2_w2.tif,z4/mcf-z-stacks-03212011_m13_s2_w2.tif,z2/mcf-z-stacks-03212011_m13_s2_w2.tif,0.5
1986,z0/mcf-z-stacks-03212011_m14_s1_w2.tif,z4/mcf-z-stacks-03212011_m14_s1_w2.tif,z2/mcf-z-stacks-03212011_m14_s1_w2.tif,0.5
1987,z0/mcf-z-stacks-03212011_m14_s2_w2.tif,z4/mcf-z-stacks-03212011_m14_s2_w2.tif,z2/mcf-z-stacks-03212011_m14_s2_w2.tif,0.5
1988,z0/mcf-z-stacks-03212011_m15_s1_w2.tif,z4/mcf-z-stacks-03212011_m15_s1_w2.tif,z2/mcf-z-stacks-03212011_m15_s1_w2.tif,0.5
1989,z0/mcf-z-stacks-03212011_m15_s2_w2.tif,z4/mcf-z-stacks-03212011_m15_s2_w2.tif,z2/mcf-z-stacks-03212011_m15_s2_w2.tif,0.5
1990,z0/mcf-z-stacks-03212011_m16_s1_w2.tif,z4/mcf-z-stacks-03212011_m16_s1_w2.tif,z2/mcf-z-stacks-03212011_m16_s1_w2.tif,0.5
1991,z0/mcf-z-stacks-03212011_m16_s2_w2.tif,z4/mcf-z-stacks-03212011_m16_s2_w2.tif,z2/mcf-z-stacks-03212011_m16_s2_w2.tif,0.5
1992,z0/mcf-z-stacks-03212011_m17_s1_w2.tif,z4/mcf-z-stacks-03212011_m17_s1_w2.tif,z2/mcf-z-stacks-03212011_m17_s1_w2.tif,0.5
1993,z0/mcf-z-stacks-03212011_m17_s2_w2.tif,z4/mcf-z-stacks-03212011_m17_s2_w2.tif,z2/mcf-z-stacks-03212011_m17_s2_w2.tif,0.5
1994,z0/mcf-z-stacks-03212011_m18_s1_w2.tif,z4/mcf-z-stacks-03212011_m18_s1_w2.tif,z2/mcf-z-stacks-03212011_m18_s1_w2.tif,0.5
1995,z0/mcf-z-stacks-03212011_m18_s2_w2.tif,z4/mcf-z-stacks-03212011_m18_s2_w2.tif,z2/mcf-z-stacks-03212011_m18_s2_w2.tif,0.5
1996,z0/mcf-z-stacks-03212011_m19_s1_w2.tif,z4/mcf-z-stacks-03212011_m19_s1_w2.tif,z2/mcf-z-stacks-03212011_m19_s1_w2.tif,0.5
1997,z0/mcf-z-stacks-03212011_m19_s2_w2.tif,z4/mcf-z-stacks-03212011_m19_s2_w2.tif,z2/mcf-z-stacks-03212011_m19_s2_w2.tif,0.5
1998,z0/mcf-z-stacks-03212011_m20_s1_w2.tif,z4/mcf-z-stacks-03212011_m20_s1_w2.tif,z2/mcf-z-stacks-03212011_m20_s1_w2.tif,0.5
1999,z0/mcf-z-stacks-03212011_m20_s2_w2.tif,z4/mcf-z-stacks-03212011_m20_s2_w2.tif,z2/mcf-z-stacks-03212011_m20_s2_w2.tif,0.5
2000,z0/mcf-z-stacks-03212011_m21_s1_w2.tif,z4/mcf-z-stacks-03212011_m21_s1_w2.tif,z2/mcf-z-stacks-03212011_m21_s1_w2.tif,0.5
2001,z0/mcf-z-stacks-03212011_m21_s2_w2.tif,z4/mcf-z-stacks-03212011_m21_s2_w2.tif,z2/mcf-z-stacks-03212011_m21_s2_w2.tif,0.5
2002,z0/mcf-z-stacks-03212011_m22_s1_w2.tif,z4/mcf-z-stacks-03212011_m22_s1_w2.tif,z2/mcf-z-stacks-03212011_m22_s1_w2.tif,0.5
2003,z0/mcf-z-stacks-03212011_m22_s2_w2.tif,z4/mcf-z-stacks-03212011_m22_s2_w2.tif,z2/mcf-z-stacks-03212011_m22_s2_w2.tif,0.5
2004,z0/mcf-z-stacks-03212011_m23_s1_w2.tif,z4/mcf-z-stacks-03212011_m23_s1_w2.tif,z2/mcf-z-stacks-03212011_m23_s1_w2.tif,0.5
2005,z0/mcf-z-stacks-03212011_m23_s2_w2.tif,z4/mcf-z-stacks-03212011_m23_s2_w2.tif,z2/mcf-z-stacks-03212011_m23_s2_w2.tif,0.5
2006,z0/mcf-z-stacks-03212011_m24_s1_w2.tif,z4/mcf-z-stacks-03212011_m24_s1_w2.tif,z2/mcf-z-stacks-03212011_m24_s1_w2.tif,0.5
2007,z0/mcf-z-stacks-03212011_m24_s2_w2.tif,z4/mcf-z-stacks-03212011_m24_s2_w2.tif,z2/mcf-z-stacks-03212011_m24_s2_w2.tif,0.5
2008,z0/mcf-z-stacks-03212011_n01_s1_w2.tif,z4/mcf-z-stacks-03212011_n01_s1_w2.tif,z2/mcf-z-stacks-03212011_n01_s1_w2.tif,0.5
2009,z0/mcf-z-stacks-03212011_n01_s2_w2.tif,z4/mcf-z-stacks-03212011_n01_s2_w2.tif,z2/mcf-z-stacks-03212011_n01_s2_w2.tif,0.5
2010,z0/mcf-z-stacks-03212011_n02_s1_w2.tif,z4/mcf-z-stacks-03212011_n02_s1_w2.tif,z2/mcf-z-stacks-03212011_n02_s1_w2.tif,0.5
2011,z0/mcf-z-stacks-03212011_n02_s2_w2.tif,z4/mcf-z-stacks-03212011_n02_s2_w2.tif,z2/mcf-z-stacks-03212011_n02_s2_w2.tif,0.5
2012,z0/mcf-z-stacks-03212011_n03_s1_w2.tif,z4/mcf-z-stacks-03212011_n03_s1_w2.tif,z2/mcf-z-stacks-03212011_n03_s1_w2.tif,0.5
2013,z0/mcf-z-stacks-03212011_n03_s2_w2.tif,z4/mcf-z-stacks-03212011_n03_s2_w2.tif,z2/mcf-z-stacks-03212011_n03_s2_w2.tif,0.5
2014,z0/mcf-z-stacks-03212011_n04_s1_w2.tif,z4/mcf-z-stacks-03212011_n04_s1_w2.tif,z2/mcf-z-stacks-03212011_n04_s1_w2.tif,0.5
2015,z0/mcf-z-stacks-03212011_n04_s2_w2.tif,z4/mcf-z-stacks-03212011_n04_s2_w2.tif,z2/mcf-z-stacks-03212011_n04_s2_w2.tif,0.5
2016,z0/mcf-z-stacks-03212011_n05_s1_w2.tif,z4/mcf-z-stacks-03212011_n05_s1_w2.tif,z2/mcf-z-stacks-03212011_n05_s1_w2.tif,0.5
2017,z0/mcf-z-stacks-03212011_n05_s2_w2.tif,z4/mcf-z-stacks-03212011_n05_s2_w2.tif,z2/mcf-z-stacks-03212011_n05_s2_w2.tif,0.5
2018,z0/mcf-z-stacks-03212011_n06_s1_w2.tif,z4/mcf-z-stacks-03212011_n06_s1_w2.tif,z2/mcf-z-stacks-03212011_n06_s1_w2.tif,0.5
2019,z0/mcf-z-stacks-03212011_n06_s2_w2.tif,z4/mcf-z-stacks-03212011_n06_s2_w2.tif,z2/mcf-z-stacks-03212011_n06_s2_w2.tif,0.5
2020,z0/mcf-z-stacks-03212011_n07_s1_w2.tif,z4/mcf-z-stacks-03212011_n07_s1_w2.tif,z2/mcf-z-stacks-03212011_n07_s1_w2.tif,0.5
2021,z0/mcf-z-stacks-03212011_n07_s2_w2.tif,z4/mcf-z-stacks-03212011_n07_s2_w2.tif,z2/mcf-z-stacks-03212011_n07_s2_w2.tif,0.5
2022,z0/mcf-z-stacks-03212011_n08_s1_w2.tif,z4/mcf-z-stacks-03212011_n08_s1_w2.tif,z2/mcf-z-stacks-03212011_n08_s1_w2.tif,0.5
2023,z0/mcf-z-stacks-03212011_n08_s2_w2.tif,z4/mcf-z-stacks-03212011_n08_s2_w2.tif,z2/mcf-z-stacks-03212011_n08_s2_w2.tif,0.5
2024,z0/mcf-z-stacks-03212011_n09_s1_w2.tif,z4/mcf-z-stacks-03212011_n09_s1_w2.tif,z2/mcf-z-stacks-03212011_n09_s1_w2.tif,0.5
2025,z0/mcf-z-stacks-03212011_n09_s2_w2.tif,z4/mcf-z-stacks-03212011_n09_s2_w2.tif,z2/mcf-z-stacks-03212011_n09_s2_w2.tif,0.5
2026,z0/mcf-z-stacks-03212011_n10_s1_w2.tif,z4/mcf-z-stacks-03212011_n10_s1_w2.tif,z2/mcf-z-stacks-03212011_n10_s1_w2.tif,0.5
2027,z0/mcf-z-stacks-03212011_n10_s2_w2.tif,z4/mcf-z-stacks-03212011_n10_s2_w2.tif,z2/mcf-z-stacks-03212011_n10_s2_w2.tif,0.5
2028,z0/mcf-z-stacks-03212011_n11_s1_w2.tif,z4/mcf-z-stacks-03212011_n11_s1_w2.tif,z2/mcf-z-stacks-03212011_n11_s1_w2.tif,0.5
2029,z0/mcf-z-stacks-03212011_n11_s2_w2.tif,z4/mcf-z-stacks-03212011_n11_s2_w2.tif,z2/mcf-z-stacks-03212011_n11_s2_w2.tif,0.5
2030,z0/mcf-z-stacks-03212011_n12_s1_w2.tif,z4/mcf-z-stacks-03212011_n12_s1_w2.tif,z2/mcf-z-stacks-03212011_n12_s1_w2.tif,0.5
2031,z0/mcf-z-stacks-03212011_n12_s2_w2.tif,z4/mcf-z-stacks-03212011_n12_s2_w2.tif,z2/mcf-z-stacks-03212011_n12_s2_w2.tif,0.5
2032,z0/mcf-z-stacks-03212011_n13_s1_w2.tif,z4/mcf-z-stacks-03212011_n13_s1_w2.tif,z2/mcf-z-stacks-03212011_n13_s1_w2.tif,0.5
2033,z0/mcf-z-stacks-03212011_n13_s2_w2.tif,z4/mcf-z-stacks-03212011_n13_s2_w2.tif,z2/mcf-z-stacks-03212011_n13_s2_w2.tif,0.5
2034,z0/mcf-z-stacks-03212011_n14_s1_w2.tif,z4/mcf-z-stacks-03212011_n14_s1_w2.tif,z2/mcf-z-stacks-03212011_n14_s1_w2.tif,0.5
2035,z0/mcf-z-stacks-03212011_n14_s2_w2.tif,z4/mcf-z-stacks-03212011_n14_s2_w2.tif,z2/mcf-z-stacks-03212011_n14_s2_w2.tif,0.5
2036,z0/mcf-z-stacks-03212011_n15_s1_w2.tif,z4/mcf-z-stacks-03212011_n15_s1_w2.tif,z2/mcf-z-stacks-03212011_n15_s1_w2.tif,0.5
2037,z0/mcf-z-stacks-03212011_n15_s2_w2.tif,z4/mcf-z-stacks-03212011_n15_s2_w2.tif,z2/mcf-z-stacks-03212011_n15_s2_w2.tif,0.5
2038,z0/mcf-z-stacks-03212011_n16_s1_w2.tif,z4/mcf-z-stacks-03212011_n16_s1_w2.tif,z2/mcf-z-stacks-03212011_n16_s1_w2.tif,0.5
2039,z0/mcf-z-stacks-03212011_n16_s2_w2.tif,z4/mcf-z-stacks-03212011_n16_s2_w2.tif,z2/mcf-z-stacks-03212011_n16_s2_w2.tif,0.5
2040,z0/mcf-z-stacks-03212011_n17_s1_w2.tif,z4/mcf-z-stacks-03212011_n17_s1_w2.tif,z2/mcf-z-stacks-03212011_n17_s1_w2.tif,0.5
2041,z0/mcf-z-stacks-03212011_n17_s2_w2.tif,z4/mcf-z-stacks-03212011_n17_s2_w2.tif,z2/mcf-z-stacks-03212011_n17_s2_w2.tif,0.5
2042,z0/mcf-z-stacks-03212011_n18_s1_w2.tif,z4/mcf-z-stacks-03212011_n18_s1_w2.tif,z2/mcf-z-stacks-03212011_n18_s1_w2.tif,0.5
2043,z0/mcf-z-stacks-03212011_n18_s2_w2.tif,z4/mcf-z-stacks-03212011_n18_s2_w2.tif,z2/mcf-z-stacks-03212011_n18_s2_w2.tif,0.5
2044,z0/mcf-z-stacks-03212011_n19_s1_w2.tif,z4/mcf-z-stacks-03212011_n19_s1_w2.tif,z2/mcf-z-stacks-03212011_n19_s1_w2.tif,0.5
2045,z0/mcf-z-stacks-03212011_n19_s2_w2.tif,z4/mcf-z-stacks-03212011_n19_s2_w2.tif,z2/mcf-z-stacks-03212011_n19_s2_w2.tif,0.5
2046,z0/mcf-z-stacks-03212011_n20_s1_w2.tif,z4/mcf-z-stacks-03212011_n20_s1_w2.tif,z2/mcf-z-stacks-03212011_n20_s1_w2.tif,0.5
2047,z0/mcf-z-stacks-03212011_n20_s2_w2.tif,z4/mcf-z-stacks-03212011_n20_s2_w2.tif,z2/mcf-z-stacks-03212011_n20_s2_w2.tif,0.5
2048,z0/mcf-z-stacks-03212011_n21_s1_w2.tif,z4/mcf-z-stacks-03212011_n21_s1_w2.tif,z2/mcf-z-stacks-03212011_n21_s1_w2.tif,0.5
2049,z0/mcf-z-stacks-03212011_n21_s2_w2.tif,z4/mcf-z-stacks-03212011_n21_s2_w2.tif,z2/mcf-z-stacks-03212011_n21_s2_w2.tif,0.5
2050,z0/mcf-z-stacks-03212011_n22_s1_w2.tif,z4/mcf-z-stacks-03212011_n22_s1_w2.tif,z2/mcf-z-stacks-03212011_n22_s1_w2.tif,0.5
2051,z0/mcf-z-stacks-03212011_n22_s2_w2.tif,z4/mcf-z-stacks-03212011_n22_s2_w2.tif,z2/mcf-z-stacks-03212011_n22_s2_w2.tif,0.5
2052,z0/mcf-z-stacks-03212011_n23_s1_w2.tif,z4/mcf-z-stacks-03212011_n23_s1_w2.tif,z2/mcf-z-stacks-03212011_n23_s1_w2.tif,0.5
2053,z0/mcf-z-stacks-03212011_n23_s2_w2.tif,z4/mcf-z-stacks-03212011_n23_s2_w2.tif,z2/mcf-z-stacks-03212011_n23_s2_w2.tif,0.5
2054,z0/mcf-z-stacks-03212011_n24_s1_w2.tif,z4/mcf-z-stacks-03212011_n24_s1_w2.tif,z2/mcf-z-stacks-03212011_n24_s1_w2.tif,0.5
2055,z0/mcf-z-stacks-03212011_n24_s2_w2.tif,z4/mcf-z-stacks-03212011_n24_s2_w2.tif,z2/mcf-z-stacks-03212011_n24_s2_w2.tif,0.5
2056,z0/mcf-z-stacks-03212011_o01_s1_w2.tif,z4/mcf-z-stacks-03212011_o01_s1_w2.tif,z2/mcf-z-stacks-03212011_o01_s1_w2.tif,0.5
2057,z0/mcf-z-stacks-03212011_o01_s2_w2.tif,z4/mcf-z-stacks-03212011_o01_s2_w2.tif,z2/mcf-z-stacks-03212011_o01_s2_w2.tif,0.5
2058,z0/mcf-z-stacks-03212011_o02_s1_w2.tif,z4/mcf-z-stacks-03212011_o02_s1_w2.tif,z2/mcf-z-stacks-03212011_o02_s1_w2.tif,0.5
2059,z0/mcf-z-stacks-03212011_o02_s2_w2.tif,z4/mcf-z-stacks-03212011_o02_s2_w2.tif,z2/mcf-z-stacks-03212011_o02_s2_w2.tif,0.5
